"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","hashtags","urls","media_type","media_urls"
"2012459264179126436","LIARS WILL BE TRUSTED 
@InstituteGC 

CRIMINAL BLAIR will bring peace after lying and killing iraqis. 

May Allah destroys him and all who participated","en","Tweet","aqaymu","Alchat3","2","0","0","0","0","0","2026-01-17 11:37:32","https://x.com/Alchat3/status/2012459264179126436","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2012044041685504394","lol, the question was not even asked. Saudi is a Taghout state. We will return it to Arabia soon. be iznillah. MBs to Versailles and the rest to the holes they belong.","en","Tweet","aqaymu","Alchat3","64","0","0","0","1","0","2026-01-16 08:07:36","https://x.com/Alchat3/status/2012044041685504394","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2012043469771194740","stop saying garbage. if u have nothing to say make dhikr rather than lying or chasing fame. sit down and learn. @ProjectGuiding","en","Tweet","aqaymu","Alchat3","57","0","0","0","0","0","2026-01-16 08:05:19","https://x.com/Alchat3/status/2012043469771194740","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2011589163246834149","@AdhelAlSalafi We obey the ruler if hes good or bad, if he showed his sin everytime we seen him, the Muslims would still fight with him, and be good towards him, so long as he does not disbelieve and make his disbelief apparent. We do not obey the Taghut, no matter how badly you want us to.","en","Retweet","سِدْر","FirmUponHaqq","899","1","9","0","45","1","2026-01-15 02:00:04","https://x.com/FirmUponHaqq/status/2011589163246834149","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2011114606094348382","OT MY KING DUDE. We need an Imaam and MBS is far from that. Keep
him for you own self. Thanks","en","Tweet","aqaymu","Alchat3","62","0","0","0","0","0","2026-01-13 18:34:21","https://x.com/Alchat3/status/2011114606094348382","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2010992319890428404","JUST IN🇸🇦🔥 Saudi Arabia’s MBS destroy thr dream of Israel-UAE within months in Syria, Yemen, Somalia and Sudan and next will be #Gaza and Lebanon if Israel strikes Saudi Arabia

MBS is New King of Islamic ummah 🔥 

Syria 🇸🇾✅
Yemen 🇾🇪 ✅
Somalia 🇸🇴✅
Sudan 🇸🇩 ⏳
Gaza 🇵🇸 ⏳ https://t.co/vtaITncN5U","en","Quoted","RKM","rkmtimes","278379","86","315","15","2954","447","2026-01-13 10:28:26","https://x.com/rkmtimes/status/2010992319890428404","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Gaza","","video","https://video.twimg.com/amplify_video/2010992257592410112/vid/avc1/768x576/5c0PPO3qh-Y3HGbQ.mp4?tag=21"
"2010885329281302764","This guy is a moron. Either he’s trolling, and he’s lying to try and be funny, or he genuinely did what he did because he knew this would get attention (basically an attention whore). Using “islamic” flavored content to get attention. Madkhalis collectively need to be shunned from Da’wah. This guy is the DH equivalent, but on the Madkhali side. Both morons, both obese, both emotional, both love attention, both are clowns, and both can’t get out of their own way.","en","Retweet","Project Guiding Light","ProjectGuiding","9090","10","15","0","146","24","2026-01-13 03:23:17","https://x.com/ProjectGuiding/status/2010885329281302764","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G-gZjHQWcAAhf3l.jpg"
"2009369984389271794","“A da’wah that offends no falsehood, is not the right path…”

— Shaykh Ahmad Musa Jibril حفظه الله تعالى","ca","Retweet","Project Guiding Light","ProjectGuiding","4859","3","19","0","110","22","2026-01-08 23:01:51","https://x.com/ProjectGuiding/status/2009369984389271794","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010600534906933467","Obese, emotional, possibly diagnosed bipolar disorder, begs strangers online for money in many of his videos, can’t speak Arabic, calls Shamsi the Zindiq’s aqeedah as “A” tier, openly puts down a Muslim debating against a christian, saying they got “destroyed” — to say this knowing it will be used as ammo by the enemies of Islam against Islam, is itself bordering on Zandaqa, if not full fledged Zandaqa.

Let’s not get it twisted, it’s bafoons like this who push people away from the correct Aqeedah, and likewise deaden the hearts of those who are stupid enough to listen to them. If people like this were present at the time of The Salaf, they’d be lashed in the city square, and likely shunned from the general community of Muslims.","en","Retweet","Project Guiding Light","ProjectGuiding","8423","14","12","3","87","24","2026-01-12 08:31:37","https://x.com/ProjectGuiding/status/2010600534906933467","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010600668470632484","May Allah free the tourtured Prisoner of war- Abu Zubaydah https://t.co/T71FtL4RTf","en","Tweet","aqaymu","Alchat3","79","0","0","0","0","0","2026-01-12 08:32:09","https://x.com/Alchat3/status/2010600668470632484","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G-cWo5oWgAAbr_s.jpg"
"2010348428413333939","Saudi Madkhali calling the UAE Madkhalis Ikhwani…lol. May Allah further cause disunity and destruction between this heretical group. All the while, western Madkhalis are in a heated civil war amongst each other, over one of the most petty teenage squabbles I’ve ever seen. The sect is self-imploding, اللهم زد وبارك.","en","Retweet","Project Guiding Light","ProjectGuiding","17611","15","28","2","146","43","2026-01-11 15:49:50","https://x.com/ProjectGuiding/status/2010348428413333939","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010344421150056822","Shaykh Al Islam said: “And they said…”

The Jahmi who thinks slaughtering to a flower is not Shirk, quotes him as saying: “Ibn Taymiyyah said…”

The Jahmi brain continuously provides us with an adequate metaphor of the Jahmi creed as a whole, in that its existence truly exists without a place. Truly brainless, just like the creed of its adherents.","en","Retweet","Project Guiding Light","ProjectGuiding","6171","8","9","0","83","21","2026-01-11 15:33:55","https://x.com/ProjectGuiding/status/2010344421150056822","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010262063969390853","Speaking all day about the Names and Attributes of Allah جل جلاله وتقدست اسماؤه, and likewise attacking the neo-Jahmis of today (Asharis/Maturidis), sometimes even delving into grey areas with respect to your rhetoric, but then being a mute donkey when it comes to calling out the rampant Shirk of Legislation that occurs, and likewise being buddy-buddy with those who downplay it and call it “Kufran Duna Kufr” — makes you no different than the equally reprehensible Ikhwanjiyyah — that’s assuming you’re not a full fledged Zindīq like the “Kufran Duna Kufr” crowd. Muslims should lend an attentive ear to Scholars who call out Shirk in all its forms, not just the low hanging fruit of grave worship.","en","Retweet","Project Guiding Light","ProjectGuiding","11904","2","20","1","95","18","2026-01-11 10:06:39","https://x.com/ProjectGuiding/status/2010262063969390853","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2010272672266297772","@ProjectGuiding Haqq. The Salaf as-Salih continued to address previous innovations in their works, even when newer forms of Bid'ah had emerged. In the works of the A'immah, who lived during the time of the Mihnah, one can still find them talking about and refuting the Bid'ah of the Khawārij.","en","Retweet","Deni","alshishan_as","1003","1","3","0","6","1","2026-01-11 10:48:48","https://x.com/alshishan_as/status/2010272672266297772","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1767143441614700943","#NEW | The Ruling on Normalization Treaties | (01) Ramadān 1445 Q&amp;A | Shaykh Ahmad Musa Jibril (حفظه الله تعالى)

#Ramadan1445QA https://t.co/phpamH9QPh","und","Retweet","Ahmad Musā Jibrīl","sh_Ahmad_Jibril","36251","13","97","3","337","111","2024-03-11 13:00:03","https://x.com/sh_Ahmad_Jibril/status/1767143441614700943","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#NEW, #Ramadan1445QA","","video","https://video.twimg.com/amplify_video/1767114702146940928/vid/avc1/1920x1080/cU_c0wGM9piX_Vf7.mp4?tag=16"
"2009699589994238322","🚫 Recent behaviour of the Laadheenees oddly resemble that of the Murjī Madākhilah (SuperSalafīs); in their reverence of their secular tyrants, and in labeling Ahl Al-Haqq as Takfīrīs— while ignoring the actual extremists.

Point by the shaykh here is 💯 relatable even in MV ↓ https://t.co/6RQ3EsGulS","en","Retweet","Azzam","strangerfrommv","5106","3","18","0","85","45","2026-01-09 20:51:35","https://x.com/strangerfrommv/status/2009699589994238322","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","video","https://video.twimg.com/ext_tw_video/2009699401095417856/pu/vid/avc1/576x890/-PGcQDAR2og79Xpe.mp4?tag=12"
"2009815964485853462","BREAKING! U.S. federal appeals court has thrown out all remaining convictions of Sheikh Ali al-Timimi 

A federal appeals court has thrown out all remaining criminal convictions against Sheikh Dr Ali al-Timimi, effectively bringing an end to 20 of incarceration (15 of them under maximum security solitary confinement), as well as 5 years under house arrest. 

The 4th U.S. Circuit Court of Appeals vacated Sheikh Dr. Ali al-Timimi's convictions after ruling he engaged in constitutionally protected free speech and did not violate any laws.

Judge James Wynn wrote in a unanimous opinion for a three-judge panel. “The First Amendment’s protection does not depend on the popularity or palatability of the message conveyed. On the contrary, it is most vital when speech offends, disturbs, or challenges prevailing sensibilities.”

The appeals court said Dr. Al-Timimi’s suggestions to his associates were not “concrete” enough to cross the line into criminal conduct.

“Because the Constitution forbids criminal punishment for protected advocacy—however odious the content of that advocacy—we conclude that Al-Timimi’s speech remained protected under the First Amendment.”

George Washington University law professor Jonathan Turley, who represented Dr. Al-Timimi for 17 years, stated, “It stands as one of the longest direct appeals in history. The case raised troubling due process and free speech issues,” Turley said, crediting (Federal Defender Geremy) Kamens for the successful result.

— A Idris Palmer","en","Retweet","DOAM","doamuslims","60208","36","186","15","790","134","2026-01-10 04:34:01","https://x.com/doamuslims/status/2009815964485853462","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G-RM9v9WEAAG1GZ.jpg"
