username,date,full_display_text
MishalHusain,21/03/2026 09:37,"""NEW: Bloomberg Saturday read

As Keir Starmer faced down the Iran crisis, in a pub just up the road Angela Rayner pitched to replace him. Theres a chasm in British politics between Labour mutineers, markets and a PM contending with Trumps chaos.

 UK government borrowing costs reached their highest in 18 years on the war yet soft-left figures like Lisa Nandy called for looser fiscal rules. Political instability and a new left-wing leader would further test investor confidence. And demands for wide-ranging energy bills support are ultimately what sunk Liz Truss. 

 Yet Rayners intervention shows the key question now is whether she and others move against Starmer in May. Her speech won support from soft-left backers. One said it cemented her as the front-runner, arguing it landed better with MPs than previous efforts by Andy Burnham and Wes Streeting to set out their own stalls.

 Labour MPs see two ways rebels could move in May: either a direct challenge led by Rayner, or a push to get a more left-wing cabinet, holding off efforts to replace Starmer until later. One advantage to the latter is Starmer would be the one who weathers the coming economic pain. The downside to waiting for Rayner is Burnham could make it to Westminster.

 It should be said there is a significant number of Labour MPs who do not want a left-wing takeover and think the left dont have the numbers. A minister said it beggared belief that Rayner had made her first proper leadership pitch while Starmer deals with Iran. 

 Another Labour official said she would have fared better by staying quiet during the crisis like Streeting. A backer of Shabana Mahmoods policies criticised Rayner for publicly railing against them, predicting that if she became PM she would soon pivot to the right on migration or quickly further lose the support of voters.

 Others in Labour are pushing for a more pro-market agenda. Cabinet ministers are circulating a strategy document produced by core figures in @LabourGrowth, which aims to give the leadership a new vision for the governments purpose having concluded that major economic reforms have fallen by the wayside due to the lack of compelling political arguments.

 The project calls for a more transformative agenda, warning that Britain as it is rewards grifters and punishes grafters. It argues making the link between work and reward is vital if Labour is to win back voters on both its left and right flanks. The group is working with @GoodGrowthFdn to develop a new policy platform and research to show it can rebuild a winning voter coalition. 

 Policy proposals being examined include shifting the tax burden away from salaried work toward land and economic rent-seeking, merging employees NI with income tax, reforming council tax and creating new incentives for entrepreneurship and risk-taking. It also argues for a targeted deregulation push and an energy policy which refocuses the clean energy transition on driving down costs for households and industry, including moving levies off bills and a sprint for cheap electrification.

 Starmers allies agree Iran is a pivot point for his premiership. Some argue he could re-define his government by taking more of a stand against Trump, getting the country through the energy shock and restoring Britains place in the world by rapidly raising defence spending and moving much closer to the EU than currently expected. Nonetheless they know a hit to the economy and mortgages, even if Trumps fault, rarely ends well for the government of the day."
MishalHusain,23/03/2026 10:50,Disruption in India affecting industries from ceramic factories and restaurants to fertilizer makers and oil refiners
MishalHusain,23/03/2026 10:52,In Pakistan schools have been shut to conserve energy and Pakistan Super League cricket affected
MishalHusain,23/03/2026 10:53,And in Bangladesh an intense challenge for the new government
MishalHusain,23/03/2026 07:10,"These two episodes of the show - the first after the war began - worth watching for their prescience, given what we see now in week 4"
MishalHusain,23/03/2026 07:11,And
SabeelLeeds,07/03/2026 07:27,"""Listen to Shaykh Abdulillah Lahmami on Aiding Markaz Salafi Reading







Bank Transfer
Name Markaz Salafi Reading 
ACC 24695173 
SC 54-21-23 
Ref Masjid 

IBAN
GB52NWBK54212324695173
BIC/SWIFT: NWBKGB2L"
SabeelLeeds,04/03/2026 15:21,"""A Day in the Life at Markaz us-Sunnah - Day 13

Target: 1M to secure our future BY THE END OF RAMADAN.

DONATE NOW

GoFundMe:


Website:"
SabeelLeeds,04/03/2026 15:21,"""Markaz us-Sunnah URGENT APPEAL:

Markaz us-Sunnah has only 17 days to secure our property or we may lose it and have nowhere to pray, do lessons or Madrasah.*l

RAISED: 230,000
REMAINING: 770,000

Target: 1M to secure our future BY THE END OF RAMADAN.

DONATE NOW

GoFundMe:


*Website:*"
SabeelLeeds,04/03/2026 15:21,"""Allhumma brik.

An auntie just gave her gold necklace for the sake of Allh. May Allah purify her wealth and enter her into jannah with no reckoning

Not spare change.
Not loose coins.  Straight up Gold!!

*She took something that sits close to the heart*... and put it forward for the House of Allh.

Meanwhile, some of us men are still calculating."
SabeelLeeds,04/03/2026 15:20,"""A Day in the Life at Markaz us-Sunnah - Sisters Section - Day 14

Target: 1M to secure our future BY THE END OF RAMADAN.

DONATE NOW

GoFundMe:


Website:"
SabeelLeeds,04/03/2026 15:20,"""Urgent: Help Secure the Future of Markaz us-Sunnah!

Alhamdulillah, we have a unique opportunity to purchase the building that currently houses Markaz us-Sunnah. However, if we are unable to raise the necessary funds in time, the building will be sold to another buyer, and the Markaz may have to close temporarily until a new location is found.

This would disrupt daily prayers, Jumuah, Islamic classes, youth programs, and vital community services. We cannot let this happen.

Our target: 2.2M  This is our chance to establish a permanent home for the Markaz and create a lasting legacy for generations to come.

 How You Can Help:
Donate and earn continuous reward (sadaqah jariyah)
Pledge your support to sustain this project
Provide an interest-free loan
Share this campaign with family & friends

Every donation, big or small, brings us closer to securing this masjid.

 Donate now: 
 GoFundMe: 
 PayPal: Donations@Musunnah.com
 Bank Transfer: HSBC | Acc: 40-42-28 | SC: 01482637 | Ref: Building"""
SabeelLeeds,02/01/2026 14:23,"""Planning #Umrah in #Ramadan/February school holidays? Weve got you covered with 5-star hotels in Makkah &amp; Madinah. Call 01274 317867 to secure your place. Lines are open.

#Hajj #UmrahPackage"
SabeelLeeds,02/01/2026 14:23,"""New Publication (2026)

Defending the Scholars from the Accusation of Irj

Refuting the claims of the adddiyyah (Abd Allh al-Jarb, Amad al-zim, Hishm al-Beely etc.), that Shks. al-Albn,  Rab and others are upon Irj.

140 pages, A5"
SabeelLeeds,17/11/2025 13:21,""" Very limited seats available  once theyre gone, theyre gone.
If youve decided that Ramadan 2026 is your year for Umrah, this is the package for you.

 BOOK NOW: 01274 317 867"""
SabeelLeeds,17/11/2025 13:21,""" EARLY BIRD OFFER
*Book before 15th December and receive 200 OFF!*

This is your chance to perform Umrah in the blessed month, in comfort and ease, with a carefully curated package designed to give you a premium experience at the best possible price."""
SabeelLeeds,17/11/2025 13:21,"""Makkah  5* Hilton Convention (with Iftar) | *19th to 23rd Feb*
 Located in the prestigious Jabal Omar area
 Easy access to the Haram extension for a smooth and uplifting experience"""
SabeelLeeds,17/11/2025 13:21,""" HOTELS CONFIRMED

Madinah  5* Dar Al Eimaan Al Haram (with breakfast) | *13th to 19th Feb*
 Ideally situated close to the ladies area
 Quick, convenient access to the Haram"""
SabeelLeeds,17/11/2025 13:21,"""We have not missed any details out! This is a rare opportunity to experience the blessings of Umrah in Ramadan. Our travel path means that we will arrive in Madinah first, spend 6 days there and then head to  Makkah in a state of Ihraam on the 19th February, just as Ramadan begin"""
SabeelLeeds,17/11/2025 13:21,""" EXCLUSIVE ANNOUNCEMENT 

Were thrilled to reveal some truly exciting news!

Our February Albaseerah Umrah Package for 2026  perfectly timed with the school holidays and Ramadan  is now officially confirmed."
SabeelLeeds,23/10/2025 09:29,"""Join us for a Zoom meeting on Sun 26 Oct at 10am to answer your questions about the #NUSUK process and #Hajj2026 

Members of the #RawafMina &amp; Albaseerah Travel teams will be there."
SabeelLeeds,16/09/2025 06:07,"""EXCITING ANNOUNCEMENT:

Planning to perform Hajj in 2026?

We are pleased to announce that Albaseerah Travel has combined with a major partner in Saudi Arabia to offer an amazing Hajj package for 2026. Forregular updates, join our WhatsApp group now"
SabeelLeeds,16/09/2025 06:04,"""EXCITING ANNOUNCEMENT:

Planning to perform Hajj in 2026?

We are pleased to announce that Albaseerah Travel has combined with a major partner in Saudi Arabia to offer an amazing Hajj package for 2026. Forregular updates, join our WhatsApp group now"
SabeelLeeds,20/08/2025 06:43,""" Saudia Airlines have slashed their flight prices by 50%  but only for a limited time!
Head over to  to take advantage of this deal.

 Planning Umrah? Nows the perfect time  your journey just got a lot more affordable.

Visit"
SabeelLeeds,18/08/2025 07:02,""" NUSUK TIP

Missed Hajj last year?
Planning ahead is key! 
If youve already got a NUSUK account, just update your info when Hajj 2026 registration opens 
#Hajj2026 #Nusuk #HajjPrep #PlanAhead"""
SabeelLeeds,11/05/2025 14:33,"""New Print Publication:

Shaykh Allmah Rab bin Hds Advice to the Callers

With a defence of Shaykh Rab, praises of the Major Scholars, and his beneficial advices to the callers.

A5, 112 pages.

Availabe end of 2nd quarter 2025 inshAllh from"
Sunnahakh1,25/03/2026 14:20,"Imam Malik   said :

Allh will take revenge on the oppressor with an oppressor, and then He will take revenge on both of them.

[Manh Al-Jalil, 9/195]"
Sunnahakh1,25/03/2026 14:18,"""""This is why Farid Bahraini &amp; his Wahhabi counterparts busy you with attacking Muslims. It serves Mossad interests. 

""
--------------

""Wahhabi this""
""Wahhabi that""

Shouting ""Wahhabi"" doesn't make you look smart 'Shaykh' just stupid without proof."
Sunnahakh1,25/03/2026 14:11,"""Imagine supporting a group that curses your own mother"""
Sunnahakh1,25/03/2026 14:10,"""Culture and religion 2 different things"""
Sunnahakh1,25/03/2026 14:10,Dawah Mafia 'bros' are acting like hypocrites during the Iran and Israel war thier views contradict the Quran and Sunnah.
Sunnahakh1,25/03/2026 14:07,"""@mohammed_hijab @sneako Dawahbros worry more about their viewership than the blood of Muslims, hence they will ally with the regime that murdered over hundred of thousands of Sunni Muslims. You are no different from the Zionist Arab lapdogs you supposedly oppose"""
Sunnahakh1,25/03/2026 12:52,"""""@sneako Some people are overreacting and misunderstanding what Sneako said in this post, especially those who have his number and could just ask him directly. This is not the time for petty dispute and this approach is anti-dawah. Geopolitically Sunni majority countries have let us down""
""
--------------

Ikhwani doesn't care about the Shi'ites deviancy but shouts for ""unity"""
Sunnahakh1,25/03/2026 11:50,"""A righteous wife is grateful and does not complain too much."""
Sunnahakh1,25/03/2026 11:45,"""&gt; Iran is supported by Israel against Saddam

&gt; Iran shares intelligence with the U.S. against the Taliban in Afghanistan

&gt; Iran supports Bashar, killing thousands of Sunni Muslims in Syria pre-ISIS emergence

&gt; Iran defends itself against Israel (2026)

&gt; ""Shia saved the Ummah"""""
Sunnahakh1,25/03/2026 10:39,"""As a Sunni"""
Sunnahakh1,25/03/2026 10:38,"""ONLY IN IRAN ... you will find shrines that honour the Killings of the honourable.."
Sunnahakh1,25/03/2026 10:38,"""Any post that begins with ""As a Sunni"" should be immediately thrown in the bin."""
Sunnahakh1,25/03/2026 10:38,"""It is sad that defending the honour of the sahabah seems deeply unpopular even on MT right now. We want Iran to emerge completely victorious but how can we just sit idle when their supporters on the internet insult Our Prophet's companions"
Sunnahakh1,25/03/2026 10:12,"""We keep warning Ahlul Sunnah that these people are not our allies.

Follow the lead of brother @MrAdnanRashid or continue down this path of destruction."""
Sunnahakh1,25/03/2026 10:12,"""Shia doing Taqiyya and lying like always,  Iran never fought ISIS in syria  this something that their own cler8cs admit all they did there was to massacre innocent sunni population"
Sunnahakh1,25/03/2026 08:45,"""Islam was exclusively carried and spread to every Muslim nation by the might and sacrifice of Sunni Muslims alone, victory upon victory, as promised by the Messenger of Allah.

Remember who you are."
Sunnahakh1,25/03/2026 08:27,As usual @Haqiqatjou always speaking like a low IQ Shia. The guy is 100% a Shia he praised Iran and their scholars despite their takfir towards the Sahaba. Iran has done nothing admirable against Israel and he acts like a pentulant child just speaking with no proof
Sunnahakh1,25/03/2026 08:20,"""Cursing the abah is a common practice in Irn

Here is a 13-minute compilation of prominent Rfi clearings in Irn insulting, cursing and making takfr of the abah, as well as public congregations in Irn partaking in such cursing.

Daniel Haqiqatjou wants to hide these examples from you in order to run cover for Khameinis taqyyah."""
Sunnahakh1,25/03/2026 08:20,"""Dont ever be deceived by the one drowning in haram, my brother. 

It might look like theyre ""living their best life,"" basking in pleasure and ""freedom,"" but by , its nothing but a mask for humiliation, misery, and a suffocating heart.

Praise  that He has saved you from it. 

Be proud of your Deen, for in every act of worship, there is honor. 

While the sinner is a prisoner of his own whims.

We ask  to keep us firm, to forgive our shortcomings, and to protect us from the deceptive glitter of sin."""
AOM18989,10/12/2025 12:17,"""Allah has bestowed upon us the tremendous favor of continuing to discover manuscripts of the works of Ibn Taymiyyah and of his students and followers.

Multiple volumes of his Tafsir works are planned for publication, including one volume being published for the first time."
AOM18989,03/12/2025 14:17,"""One advice my grandmother would always give me is to increase my relationship with the book of Allah. 

She passed away last Sunday... And I've never known a loss that stings deeper than that. Pls make du'a for her and our family. Would deeply appreciate it. """
AOM18989,02/12/2025 20:43,"""@abuhamzahmalizi Sunnis iraqis killed more American soldiers than all of the axis of resistance"""
AOM18989,30/11/2025 14:49,"""@AbuAsimHanbali Lol... The Sururis in Saudi Arabia were the most aggressive in declaring takfir against Americas allies and the most vocal in opposing the American coalition during the Gulf War and the Afghanistan War..."""
AOM18989,27/11/2025 14:24,"""This is what happens when you let secular lawyers larp as Islamic law experts:

""[The Shari'ah] is a broad ethical framework concerned with justice, welfare, and accountability...""

-Faisal Kutty, a lawyer and legal academic"""
AOM18989,26/11/2025 19:54,"""@HaqqRemains_ Retracting ones opinion on this issue is a common matter among scholars, and it differs from the thinking of Daesh, who carry out istitabah because of it and consider anyone who permits it to be automatically a disbeliever.."""
AOM18989,25/11/2025 19:28,"""Alawites are moving based on coordination and orders of SDF. 

One of their goal is to provoke a Sunni reaction that could trigger chaos and instability that serves agendas of SDF, shabiha Assadists, alawites, druze and Israel."""
AOM18989,23/11/2025 10:22,"""You know we're cooked when the bare minimum is considered ""significantly stricter"" and a ""win."""""
AOM18989,17/11/2025 06:45,"""@tasleemio Nobody cares about your stupid little P@j33t village wars between two fat Halwa molvis

Your both the exactly same

Grow up!"""
AOM18989,16/11/2025 18:05,"""A thread on why Al-Qaeda was never an agent of America."
AOM18989,15/11/2025 17:51,"""Ahmad Zaidan, recounted that when he asked al-Jaulani whether he adhered to the ideology referred to as al-Wahhabiyyah...

Al-Jaulani replied that he did not believe in it and that he would, through a tadarruj process, gradually change the mindset of the young mujahidin..."
AOM18989,15/11/2025 10:37,"""I have not found a single Salafi-Haraki or Sururi shaykh who fully supports al-Jolani 

Most of the Salafi-Haraki, and even Sururi, scholars I know criticize many of al-Jolanis actions..."""
AOM18989,13/11/2025 11:14,"""We need more Turks like this guy."
AOM18989,10/11/2025 11:24,"""Know your enemy well.

After 9/11, under the strategic guidance of Abu Musab al-Suri, Al-Qaeda shifted from a hierarchical structure to a decentralized model. This change ensured the organizations survival and the global spread of its ideology through independent local groups."
AOM18989,30/10/2025 10:25,"""Iran is not an ""Islamic Republic""
Iran is not ruled by ""Muslims""
Iran's rule has nothing to do with ""Islam"""
Ba_ups56,25/03/2026 07:49,"""The filthy Kafir wanna-be cowboy strikes again, not sufficing himself with calling The Prophet a non-Muslim prior to the Rislah,  . He has doubled down by adding belying The Messenger     to his list of heresies, and likewise belying the applied understanding of the Scholars from the Sahabah   . 

The Messenger     Said in a clear Hadith:

Whoever changes his religion [from Islam], then unalive him. [Bukhari 6922]

The very next Hadith entry by Imm Al-Bukhari     , is an incident where the Noble Sahabi Muadh Ibn Jabal applies this Hadith, during The Life of The Messenger    :

Then Muadh ibn Jabal followed him. When he arrived, Abu Musa laid out a cushion for him and said: Dismount. And behold  there was a man beside him, bound in fetters. Muadh said: What is this? He said: He was a Jew, then he embraced Islam, then he returned to Judaism. Abu Musa said: Sit down. Muadh said: I will not sit down until he is unalived. It is the judgment of Allah and His Messenger  three times. So he gave the order, and the man was unalived [Bukhari 6923]

Again, this Zindiqs logic is so stupid, its not even worth directly responding to. 

Suffice for the Muslim, is the Hadith of The Messenger, and likewise the applied understanding of The Sahabah, in order to understand it."""
Ba_ups56,24/03/2026 15:10,"""Stage 4"
Ba_ups56,21/03/2026 15:51,"""What's the Islamic teaching on hosting U.S. bases on Muslim lands?"""
Ba_ups56,18/03/2026 19:06,"""I suppose al-Imam Ahmad didn't know the Quran: {There is no compulsion in religion...}

Al-Khallal said: Muhammad bin al-Hasan told me that al-Fadl bin Ziyad narrated to them, saying:

""I heard Abu Abdullah being asked about a young slave who is bought and then, when he reaches puberty with his master, refuses to embrace Islam.""

[Al-Imam Ahmad] said: ""He is compelled to embrace Islam because he was raised by Muslims and his parents are not with him.""

He was asked: ""How is he to be compelled?""

[Al-Imam Ahmad] said: ""He is to be punished.""

He was asked: ""Is he to be beaten?""

[Al-Imam Ahmad] said: ""Yes, he is to be beaten.""

A man present said: ""I heard Baqiyyah say: 'He is to be submerged in water until he returns to Islam'.""

[Al-Imam Ahmad] laughed at this and was astonished by it.

Al-Jami' li-Ulum il-Imam Ahmad
Vol. VIII, p. 545"""
Ba_ups56,18/03/2026 16:32,"""BREAKING NEWS: Eid Al Fitr is on Friday, 20 March 2026

The Crescent of month of Shawwal 1447 was NOT SIGHTED anywhere in the Kingdom today, subsequently the month of Ramadan will complete 30 days tomorrow and Eid Al Fitr will be on Friday"
Ba_ups56,18/03/2026 16:26,"""Daniel Haqiqatjou, the Iranian agent, is now removing anti-shia articles from his website.

Taqiyyah."
Ba_ups56,17/03/2026 23:16,"""Social Media Storm  18/3/2026 (UK)

As a court appeal approaches, lets remember all those in detention.

Share reminders about supporting the Aseer (the captives) and share the tag #FreeAnjem"
Ba_ups56,17/03/2026 16:38,"""This is not correct. The noble Sahabi Abdullah Ibn Rawha (  ) said with regards to the Apes and Swines whom he had authority over, who were not butchering Muslim men, women, and children, nor where they openly declaring their desire to exterminate the Muslims from the Holy Lands  yet he still said to their face:

""                      ""

O People of the Jews, you are the most hated people to me  you killed the Prophets of Allah, and lied upon Allah ( ), but my hatred towards you will not lead me to be unjust with you   [ (14996)]

Notice the hatred (paired with justice), was qualified by them historically killing Prophets  even though his times Jews didnt actually kill any prophets  and lying upon Allah. These Jews werent zionists, so you cant qualify your hate only for Zionists, rather anyone who identifies as an Ape and Swine, then thats enough of a box to check."""
Ba_ups56,15/03/2026 17:37,"""""AMJ found out Abdulaziz ibn Saud was a Taghut before Ulamah like Ibn Baz ibn al Uthaymeen and Muqbil did may Allah have mercy on them

No scholar ever said he was a Taghut only AMJ and Takfiri Juhal

All whom look up to the real scholars for knowledge but oppose them in Aqeedah""
""
--------------

Ibn Baz, Ibn Uthaymeen and Muqbil were all kuffar,  Ahmad Musa Jibril is a Muslim which is the reason why he's able to recognise the kufr of the Saudi state"
Ba_ups56,14/03/2026 23:37,"""Homosexuality and the abuse of young boys by Ottoman soldiers

 Viewer discretion is advised 

Al-Jabart testified against the Turkish troops that they abducted boys and youths, and even committed sodomy with men by choice.

Most of the Turkish troops used to pursue the local boys in the streets of Cairo in order to commit that heinous act with them, even during the daytime in Raman.

Among these incidents is that one of the Turkish soldiers saw an Egyptian boy from among the locals, became attached to him, and began following him through the streets every night, until one night he encountered him near the Mosque of Almas. He seized him and attempted to commit the act with him in the street. The boy deceived him and led him into an alley where no one could see them. When the Turkish soldier loosened his trousers, the boy attacked him and severed his penis with a razor, whereupon the soldier fell unconscious but did not die.

Al-Jabart also says: The abominations of the troops persisted to such an extent that papers and ledgers cannot encompass them, such that tremors and disturbances were scarcely absent in most areaseither because of a woman or an effeminate youth."""
Ba_ups56,13/03/2026 23:48,"""Are Lawmakers Tawght  or Merely Sinners? Is Declaring Them Kufar a Khrij Belief  or Is Excusing Them Murji Extremism?

Salih al-Fawzan:

The Fifth  and It Is the Last:

Whoever rules by other than what Allah has revealed.

-"
Ba_ups56,13/03/2026 16:37,"""The Dawah of the Ashari prophets:

Before vs After"
Ba_ups56,13/03/2026 12:33,""""
Ba_ups56,12/03/2026 21:32,"""Ibn Kathr is the only scholar youll ever need in Hkimyyah

Ijm on the takfr of:
- Tahkm al-Qawnn
- Tahkum il Tght
- Even if its little or small
- Fighting them is wjib"
Ba_ups56,12/03/2026 17:24,"""""Iran's national infrastructure is under attack. This time, a branch of my country's oldest bank was bombed while full of employees. They were laboring to ensure Iranians have food on the table ahead of our New Year.

Our Powerful Armed Forces will exact retribution for this crime""
""
--------------

Good,  now let's hope more Shias get killed"
Ba_ups56,11/03/2026 20:30,"""For anyone saying Madueke dived.  He didnt."
Ba_ups56,11/03/2026 18:46,"""Here is the actual authentic Shia text he is quoting from

 Every Sunni infant, male and female, is sexually abused at birth by a shaytan because they are not born to be Shia.

Tafsir al-Ayashi."
alshishan_as,22/03/2026 00:46,"""Al-Fudayl ibn Iyad, may Allah have mercy on him, said:
If you see oppressors taking revenge on other oppressors, stand and observe in astonishment.

When you see the greatest enemies of Islam in this era, those with the most blood of Muslims on their hands, turning against one another and weakening themselves through their conflicts, let your heart be soothed and turn to Allah in gratitude.

Sometimes, Allah soothes hearts by letting oppressors and tyrants orchestrate their own downfall through their conflicts and wars.

We make the wrongdoers destructive to one another because of their misdeeds. (6:129)

The parties involved in this war, the US along with their awliy, the leaders of the Gulf, as well as the Rafidah and the Yahud, are enemies, equally guilty and steeped in crimes against Islam and Muslims. Their hands are stained with the blood of countless innocents, and to true believers who grasp the depth of their kufr and the enormity of their crimes, each is as condemned as the next, none surpassing the other in guilt. They vied ruthlessly in their oppression and in betraying the Muslims.

Malik ibn Dinar, may Allah have mercy on him, said:
""I read in the revealed Books of Allah that Allah, the Exalted, said: I destroy My enemies through My enemies, and then I destroy them through My awliy.""

May Allah prolong their strife so that they are preoccupied with one another and weakened, and may He raise to leadership on this earth the Muslims they betrayed, oppressed, and harmed, so that Tawheed may be established across the earth!

May Allah safeguard every innocent Muslim wherever this conflict occurs!

Ahmad Musa Jibril
2 Shawwal 1447 AH"""
alshishan_as,19/03/2026 16:44,"""Alhamdulillah indeed. Check again kiddo."
alshishan_as,21/02/2026 02:12,"""The devils of mankind still roam free, despite some of their brethren from jinnkind being chained. May Allah curse and destroy any Zindq who claims this action is Kufran Duna Kufr."""
alshishan_as,16/02/2026 06:18,"""Ten Wisdoms Behind Why al-Imm al-Bukhr Repeats Adth in His a"
alshishan_as,07/02/2026 03:48,"""Democracy Is Shirk"
alshishan_as,03/02/2026 03:59,"""Keep our brother in your Du in the last third of the night prayer. Would you expect anything less from your brethren in creed, if you were in this situation?

           """
alshishan_as,31/01/2026 18:55,"""""One of the most important books in defence of the sunnah and refutation of the people of bidah from the 5th century hijri is finally being published: al-Ibana of Abi Nasr al-Sijzi  ""
""
--------------

This one will hurt the Zandiqah especially..."
